"location","EffectSize","pvalue","att_estimator","ScaledL2Imbalance","power"
"market_001, market_002",-0.1,0,-40.7300278389115,0.964497907175739,1
"market_001, market_003",-0.1,0,-46.4777271482385,0.943925909857162,1
"market_001, market_004",-0.1,0,-32.9793658963874,0.970636841524708,1
"market_001, market_005",-0.1,0,-50.7677148668375,0.881901616053874,1
"market_001, market_006",-0.1,0,-50.0083634986077,0.963650895790347,1
"market_001, market_007",-0.1,0,-54.4405854699724,0.887293545059293,1
"market_001, market_008",-0.1,0,-41.6880951976385,0.908931237213246,1
"market_001, market_009",-0.1,0,-46.7529770682461,0.974094968593302,1
"market_001, market_010",-0.1,0,-70.3196219542269,0.814286387533384,1
"market_001, market_011",-0.1,0,-42.0069691740415,0.952248819456799,1
"market_001, market_012",-0.1,0,-63.8500222140939,0.82278395588236,1
"market_002, market_003",-0.1,0,-31.2993656610577,0.814823280976756,1
"market_002, market_004",-0.1,0.067,-16.539358741384,0.789657133799602,1
"market_002, market_005",-0.1,0,-34.8270296631474,0.906620370650193,1
"market_002, market_006",-0.1,0,-34.3756797299648,0.835485621471929,1
"market_002, market_007",-0.1,0,-38.5995631368012,0.907562660136812,1
"market_002, market_008",-0.1,0,-26.6024320085857,0.86927998157417,1
"market_002, market_009",-0.1,0,-32.6857416181048,0.812564505074986,1
"market_002, market_010",-0.1,0,-55.4036279058583,0.967530790413933,1
"market_002, market_011",-0.1,0,-26.8203872064506,0.823354506804159,1
"market_002, market_012",-0.1,0,-49.0833376710572,0.978944618061054,1
"market_003, market_004",-0.1,0.004,-23.1704726029672,0.847629574280607,1
"market_003, market_005",-0.1,0,-40.8919059248202,0.97652895712979,1
"market_003, market_006",-0.1,0,-41.4270453689507,0.91733445330853,1
"market_003, market_007",-0.1,0,-44.2925372718617,0.970203635379511,1
"market_003, market_008",-0.1,0,-32.9186595604074,0.915920077529596,1
"market_003, market_009",-0.1,0,-36.8987198443591,0.837031227463341,1
"market_003, market_010",-0.1,0,-60.8298343460987,0.925090406567838,1
"market_003, market_011",-0.1,0,-32.0926229592544,0.894307907371478,1
"market_003, market_012",-0.1,0,-54.5691840344397,0.920642830402328,1
"market_004, market_005",-0.1,0,-27.2858584223067,0.930124582248076,1
"market_004, market_006",-0.1,0,-26.4288111039515,0.836778643169415,1
"market_004, market_007",-0.1,0,-31.43314014291,0.911420562726901,1
"market_004, market_008",-0.1,0.003,-19.041753772069,0.869954753752672,1
"market_004, market_009",-0.1,0,-23.8188123472594,0.813844307170038,1
"market_004, market_010",-0.1,0,-48.3606955349725,0.979503124634865,1
"market_004, market_011",-0.1,0.024,-18.210383553081,0.838710547805409,1
"market_004, market_012",-0.1,0,-42.1579740901598,0.956785133084558,1
"market_005, market_006",-0.1,0,-44.3886060008751,0.983018763952473,1
"market_005, market_007",-0.1,0,-48.9635743209312,0.92738914804773,1
"market_005, market_008",-0.1,0,-36.3485537974684,0.965027816130163,1
"market_005, market_009",-0.1,0,-41.5881274957684,0.963348502337962,1
"market_005, market_010",-0.1,0,-65.2414976659418,0.866128847067335,1
"market_005, market_011",-0.1,0,-36.1039845406248,0.960931485004156,1
"market_005, market_012",-0.1,0,-59.5677457474715,0.835812008803582,1
"market_006, market_007",-0.1,0,-48.3044563900894,0.954133187105045,1
"market_006, market_008",-0.1,0,-35.8430642110659,0.963595258855846,1
"market_006, market_009",-0.1,0,-41.5039984703686,0.900113619618347,1
"market_006, market_010",-0.1,0,-64.8972338002938,0.919351795910183,1
"market_006, market_011",-0.1,0,-35.5364697592038,0.937827805441742,1
"market_006, market_012",-0.1,0,-57.7763696373826,0.89192211573901,1
"market_007, market_008",-0.1,0,-40.9283144703927,0.940097749904932,1
"market_007, market_009",-0.1,0,-44.4307889115133,0.938722946910593,1
"market_007, market_010",-0.1,0,-68.2477472244803,0.851905208951585,1
"market_007, market_011",-0.1,0,-39.4951910939703,0.969147880573273,1
"market_007, market_012",-0.1,0,-62.3837472480732,0.822933680207151,1
"market_008, market_009",-0.1,0,-33.3068914734969,0.944355912339282,1
"market_008, market_010",-0.1,0,-57.5644309266057,0.849832532517661,1
"market_008, market_011",-0.1,0,-27.5136501717335,0.964218232745345,1
