"location","EffectSize","pvalue","att_estimator","ScaledL2Imbalance","power"
"market_001, market_002",-0.1,0,-40.5190758729781,0.974598754201719,1
"market_001, market_003",-0.1,0,-46.2490766075901,0.962288123087766,1
"market_001, market_004",-0.1,0,-32.6883955075628,0.976441362506332,1
"market_001, market_005",-0.1,0,-50.3846603123989,0.859940806487964,1
"market_001, market_006",-0.1,0,-49.6899976468112,0.947931722540022,1
"market_001, market_007",-0.1,0,-53.6221158754819,0.887961871713766,1
"market_001, market_008",-0.1,0,-39.9944495197367,0.937193095200103,1
"market_001, market_009",-0.1,0,-46.4567099394499,0.970007245475372,1
"market_001, market_010",-0.1,0,-68.7099445799282,0.854512690845389,1
"market_002, market_003",-0.1,0,-31.2644059570901,0.835762124349166,1
"market_002, market_004",-0.1,0.17,-15.4895081652111,0.831934234584069,0
"market_002, market_005",-0.1,0,-34.7292714188705,0.937208976276196,1
"market_002, market_006",-0.1,0,-34.4011710832144,0.875454969015464,1
"market_002, market_007",-0.1,0,-38.0144625396148,0.964410290319945,1
"market_002, market_008",-0.1,0,-26.1048572260572,0.899515495109195,1
"market_002, market_009",-0.1,0,-32.8067097808944,0.850730011353401,1
"market_002, market_010",-0.1,0,-55.2130416289236,0.965086170704357,1
"market_003, market_004",-0.1,0.006,-22.901591707091,0.865128089647483,1
"market_003, market_005",-0.1,0,-40.9571884024971,0.98356152066527,1
"market_003, market_006",-0.1,0,-41.482426666956,0.935910587540658,1
"market_003, market_007",-0.1,0,-44.1867579592683,0.977083763958861,1
"market_003, market_008",-0.1,0,-32.1699417145173,0.932320272623708,1
"market_003, market_009",-0.1,0,-36.8870867466178,0.862884563109885,1
"market_003, market_010",-0.1,0,-60.664830755077,0.91899544746549,1
"market_004, market_005",-0.1,0,-27.0332066721932,0.961274841458136,1
"market_004, market_006",-0.1,0,-26.2689011405754,0.881018755291883,1
"market_004, market_007",-0.1,0,-30.777792588167,0.961845541505936,1
"market_004, market_008",-0.1,0.005,-18.246157527341,0.900792836930061,1
"market_004, market_009",-0.1,0.002,-23.6363428325645,0.854539964939487,1
"market_004, market_010",-0.1,0,-48.1955100039114,0.97381230408519,1
"market_005, market_006",-0.1,0,-44.3956818638109,0.986205474656304,1
"market_005, market_007",-0.1,0,-48.698743980241,0.933168175294901,1
"market_005, market_008",-0.1,0,-35.6297640007641,0.96262799480254,1
"market_005, market_009",-0.1,0,-41.6139722732833,0.983679668233585,1
"market_005, market_010",-0.1,0,-65.2337576304491,0.852466599595154,1
"market_006, market_007",-0.1,0,-48.3328858612943,0.97210377433065,1
"market_006, market_008",-0.1,0,-35.4770434265761,0.974986146645456,1
"market_006, market_009",-0.1,0,-41.6154633176721,0.945094419521403,1
"market_006, market_010",-0.1,0,-64.6353722701923,0.89663616148526,1
"market_007, market_008",-0.1,0,-40.0806891371833,0.955673989346147,1
"market_007, market_009",-0.1,0,-44.3921966193874,0.969221535344912,1
"market_007, market_010",-0.1,0,-67.1703870917875,0.842282849969341,1
"market_008, market_009",-0.1,0,-32.9905813166734,0.961739852420501,1
"market_008, market_010",-0.1,0,-56.9371228559257,0.840375093666887,1
"market_009, market_010",-0.1,0,-60.8593262432361,0.929022732812551,1
"market_001, market_002",0,0.036,3.59163841273624,0.974598754201719,1
"market_001, market_003",0,0.064,-1.28121946473292,0.962288123087766,1
"market_001, market_004",0,0.592,7.47946163529429,0.976441362506332,0
"market_001, market_005",0,0.168,2.47248254474393,0.859940806487964,0
"market_001, market_006",0,0.324,-1.88642621823978,0.947931722540022,0
"market_001, market_007",0,0.541,3.6814555530895,0.887961871713766,0
"market_001, market_008",0,0.78,7.17697905169182,0.937193095200103,0
"market_001, market_009",0,0.005,-3.42813851087853,0.970007245475372,1
"market_001, market_010",0,0.61,7.81148399150035,0.854512690845389,0
"market_002, market_003",0,0.512,-3.25726309994723,0.835762124349166,0
"market_002, market_004",0,0.694,7.7176346919318,0.831934234584069,0
"market_002, market_005",0,0.07,1.16715715255805,0.937208976276196,1
"market_002, market_006",0,0.228,-3.55831394035723,0.875454969015464,0
"market_002, market_007",0,0.986,2.32839460324236,0.964410290319945,0
"market_002, market_008",0,0.372,4.10585705965708,0.899515495109195,0
"market_002, market_009",0,0.79,-6.73885263803725,0.850730011353401,0
"market_002, market_010",0,0.69,4.34767265679069,0.965086170704357,0
"market_003, market_004",0,0.794,1.16269400719472,0.865128089647483,0
"market_003, market_005",0,0.501,-4.20361697392562,0.98356152066527,0
"market_003, market_006",0,0.151,-9.78242666695607,0.935910587540658,0
"market_003, market_007",0,0.418,-2.98675795926829,0.977083763958861,0
