"location","EffectSize","pvalue","att_estimator","ScaledL2Imbalance","power"
"market_001, market_007",0.1,0,64.6804287544073,0.91872946944337,1
"market_001, market_008",0.1,0,55.0261593929004,0.927017347724189,1
"market_002, market_003",0.1,0.004,22.954547151107,0.878721209609022,1
"market_002, market_004",0.1,0.005,27.8771340103789,0.906808100034487,1
"market_002, market_005",0.1,0,35.4680289313242,0.959263358565188,1
"market_002, market_006",0.1,0,24.3788239287025,0.919331575420422,1
"market_002, market_007",0.1,0,41.7240328445797,0.971072375060908,1
"market_002, market_008",0.1,0,31.8066051721475,0.960594921565448,1
"market_003, market_004",0.1,0.004,23.5025901417593,0.910109606484961,1
"market_003, market_005",0.1,0,32.2343353465205,0.984321504307465,1
"market_003, market_006",0.1,0.001,20.8697985404712,0.959553938556198,1
"market_003, market_007",0.1,0,38.9502281220082,0.992584521626001,1
"market_003, market_008",0.1,0,28.4275016095755,0.954085959688271,1
"market_004, market_005",0.1,0,35.4818184008705,0.986290757875185,1
"market_004, market_006",0.1,0,25.1875490982117,0.930651837651762,1
"market_004, market_007",0.1,0,41.4838951420631,0.973568408756238,1
"market_004, market_008",0.1,0,32.2211777074207,0.964390337430684,1
"market_005, market_006",0.1,0,33.480039542811,0.978636102752337,1
"market_005, market_007",0.1,0,50.738428768156,0.940629852371448,1
"market_005, market_008",0.1,0,40.9820456435346,0.948005270395908,1
"market_006, market_007",0.1,0,39.7889170886378,0.960660662411684,1
"market_006, market_008",0.1,0,30.2414307618765,0.980736737888585,1
"market_007, market_008",0.1,0,46.5749883077669,0.921471252302932,1
