"location","EffectSize","pvalue","att_estimator","ScaledL2Imbalance","power"
"market_001, market_002",-0.1,0,-38.247825684407,0.997872156208925,1
"market_001, market_003",-0.1,0,-42.562631166988,0.956176861386183,1
"market_001, market_004",-0.1,0,-29.8660650879508,0.989540463075354,1
"market_001, market_005",-0.1,0,-41.7831663854576,0.93108126746306,1
"market_001, market_006",-0.1,0,-46.727380659415,0.941619778639158,1
"market_002, market_003",-0.1,0,-32.4603710294752,0.907869185183843,1
"market_002, market_004",-0.1,0.219,-15.945220705844,0.922260626659255,0
"market_002, market_005",-0.1,0,-34.7526224066189,0.986265382903208,1
"market_002, market_006",-0.1,0,-36.8579493782221,0.950824314608677,1
"market_003, market_004",-0.1,0.005,-23.9405590910952,0.957779745764882,1
"market_003, market_005",-0.1,0,-40.3018071846651,0.976810027571094,1
"market_003, market_006",-0.1,0,-42.429920440295,0.994905855667936,1
"market_004, market_005",-0.1,0,-26.8074163886505,0.998820478482326,1
"market_004, market_006",-0.1,0,-27.9914645276846,0.965707484155808,1
"market_005, market_006",-0.1,0,-45.0892978584609,0.965110720111497,1
"market_001, market_002",0,0.256,5.86288860130727,0.997872156208925,0
"market_001, market_003",0,0.319,2.40522597586914,0.956176861386183,0
"market_001, market_004",0,0.156,10.3017920549063,0.989540463075354,0
"market_001, market_005",0,0.538,11.0739764716853,0.93108126746306,0
"market_001, market_006",0,0.514,1.07619076915639,0.941619778639158,0
"market_002, market_003",0,0.721,-4.45322817233234,0.907869185183843,0
"market_002, market_004",0,0.526,7.26192215129884,0.922260626659255,0
"market_002, market_005",0,0.353,1.14380616480964,0.986265382903208,0
"market_002, market_006",0,0.816,-6.01509223536498,0.950824314608677,0
"market_003, market_004",0,0.488,0.123726623190513,0.957779745764882,0
"market_003, market_005",0,0.599,-3.54823575609368,0.976810027571094,0
"market_003, market_006",0,0.088,-10.7299204402951,0.994905855667936,1
"market_004, market_005",0,0.147,5.14615503992088,0.998820478482326,0
"market_004, market_006",0,0.156,-1.09146452768456,0.965707484155808,0
"market_005, market_006",0,0.634,-5.50001214417521,0.965110720111497,0
"market_001, market_002",0.1,0,49.9736028870216,0.997872156208925,1
"market_001, market_003",0.1,0,47.3730831187263,0.956176861386183,1
"market_001, market_004",0.1,0,50.4696491977634,0.989540463075354,1
"market_001, market_005",0.1,0,63.9311193288282,0.93108126746306,1
"market_001, market_006",0.1,0,48.8797621977279,0.941619778639158,1
"market_002, market_003",0.1,0.004,23.5539146848105,0.907869185183843,1
"market_002, market_004",0.1,0.002,30.4690650084417,0.922260626659255,1
"market_002, market_005",0.1,0,37.0402347362382,0.986265382903208,1
"market_002, market_006",0.1,0,24.8277649074922,0.950824314608677,1
"market_003, market_004",0.1,0.003,24.1880123374762,0.957779745764882,1
"market_003, market_005",0.1,0,33.2053356724778,0.976810027571094,1
"market_003, market_006",0.1,0,20.970079559705,0.994905855667936,1
"market_004, market_005",0.1,0,37.0997264684923,0.998820478482326,1
"market_004, market_006",0.1,0.001,25.8085354723155,0.965707484155808,1
"market_005, market_006",0.1,0,34.0892735701106,0.965110720111497,1
